docid,c0parent_class,c1child_class,c2parent_title,c3child_title
-580446100,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.samsung.android.settings.deviceinfo.ServiceInfoSettings,About phone,Service information
-580224108,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,More typing options
-579708575,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Removal
-574122757,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth MAP network type
-571856604,com.android.settings.notification.zen.ZenModeSettings,com.android.settings.notification.zen.ZenModeBlockedEffectsSettings,Do not disturb,Hide notifications
-570190279,com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Trash
-565965269,com.samsung.accessibility.assistantmenu.settings.AssistantMenuSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuSettingsActivity,Assistant menu,Transparency
-556078966,com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SecVolumeSettings,Sounds and vibration,Volume
-555767624,com.samsung.android.settings.notification.SecVolumeLimiterSettings,com.samsung.android.settings.notification.SecVolumeLimiterSettings,Media volume limit,Set volume limit PIN
-550500097,com.samsung.android.accessibility.talkback.preference.TalkBackSoundAndVibrationPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackSoundAndVibrationPreferencesActivity,Sound and vibration,Sound feedback
-550475199,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Live transcribe
-548992257,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,More typing options,Toggle input
-546932038,com.android.settings.DisplaySettings,com.samsung.android.settings.display.FrontScreenAppsFragment,Display,Continue apps on cover screen
-541913202,com.samsung.android.settings.security.DeviceIdSettings,com.samsung.android.settings.security.DeviceIdSettings,Device ID,Allow using device ID
-539582213,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Speak passwords
-536791990,com.samsung.android.app.cocktailbarservice.cocktailsettings.EdgeScreenSettingsMain,com.samsung.android.app.cocktailbarservice.cocktailsettings.HandleSettings,Handle,Vibrate when handle is touched
-536185668,com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Provide location information
-529254697,com.android.settings.users.UserSettings,com.android.settings.users.UserSettings,Users,"Share your phone by adding new users. Each user has a personal space on your phone for custom Home screens, accounts, apps, settings, and more."
-524977094,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.compat.PlatformCompatDashboard,Developer options,App compatibility changes
-523498421,com.android.settings.development.WirelessDebuggingFragment,com.android.settings.development.WirelessDebuggingFragment,Wireless debugging,Pair device with QR code
-523140170,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.status.CeWeeeMarksFragment,Status information,CE and WEEE marks
-521188915,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Screen zoom
-520594038,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth RVP for call audio
-519686925,com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Rotate to landscape mode
-518853676,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Appearance,Request desktop sites
-516718926,com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.ConnectionsSettings,Connections,SIM card manager
-508145622,com.samsung.android.settings.display.SecDarkModeSettingsFragment,com.samsung.android.settings.display.SecDarkModeSettingsFragment,Dark mode settings,Adaptive color filter
-501126402,com.android.launcher3.settings.usedex.HowToUseDex,com.android.launcher3.settings.usedex.AdjustScreen,How to use Samsung DeX,Adjust the screen
-498389356,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call alerts and ringtone,Vibrate when call ends
-495866104,com.android.settings.location.LocationSettings,com.android.settings.location.LocationSettings,Location,Location for work profile
-488883506,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Reset to default values
-488177707,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Speak usage hints
-483480536,com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Home screen layout
-479157880,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionMethodSettings,Suggest stickers while typing,Sticker suggestion method
-478642460,com.samsung.android.settings.security.OtherSecuritySettings,com.android.settings.UserCredentialsSettings,Other security settings,User certificates
-473990654,com.samsung.android.honeyboard.settings.styleandlayout.layout.KeyboardLayoutSettings,com.samsung.android.honeyboard.settings.styleandlayout.layout.KeyboardLayoutSettings,Layout,Number keys
-473882411,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.qstile.DevelopmentTileConfigFragment,Developer options,Quick settings developer tiles
-473557082,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Font size
-472865777,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Sound Notifications
-468908432,com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.specialaccess.premiumsms.PremiumSmsAccess,Special access,Use premium text message services
-467756836,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,Word learning
-461507182,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Factory data reset
-459001855,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Handwriting
-457142603,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,GPS notifications
-455741112,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.bugreporthandler.BugReportHandlerPicker,Developer options,Bug report handler
-452306787,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Sites and downloads,Manage website data
-449572531,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Edge Handler
-445525439,com.samsung.android.settings.notification.SecVolumeSettings,com.samsung.android.settings.notification.SecVolumeSettings,Volume,Bixby Voice
-444161281,com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Show charging information
-438514794,com.samsung.android.settings.usefulfeature.FunctionKeySettings,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Side key,Open app
-428448296,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,ShuangPin keyboard
-425774600,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,Supplementary services,Show your caller ID
-422146931,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Security software version
-421242684,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,Voice input
-417496431,com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.DesktopSettingsActivity,Samsung DeX,Auto hide taskbar
-414337604,com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Security update
-412617594,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,SA Logging checking
-410233089,com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Accidental touch protection
-407616521,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Samsung DeX
-396470339,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Contact us
-394597391,com.samsung.android.honeyboard.settings.languagesandtypes.ui.LanguagesAndTypesActivity,com.samsung.android.honeyboard.settings.languagesandtypes.ui.LanguagesAndTypesActivity,Languages and types,Language switching method
-392247421,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,Text messages,View messages on SIM card
-388082155,com.android.settings.security.InstallCertificateFromStorage,com.android.settings.security.InstallCertificateFromStorage,Install from device storage,VPN and app user certificate
-386356632,com.android.settings.system.ResetDashboardFragment,com.android.settings.system.ResetDashboardFragment,Reset,Collect diagnostics
-384512851,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show surface updates
-383179959,com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.inputmethod.UserDictionaryList,General management,Personal dictionary for work
-382416406,com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.specialaccess.deviceadmin.DeviceAdminSettings,Special access,Device admin apps
-381996612,com.samsung.android.settings.usefulfeature.NewOneHandOperationSettings,com.samsung.android.settings.usefulfeature.NewOneHandOperationSettings,One-handed mode,Gesture
